"p1","score1","p2","score2","completed","tournament","first_to"
"GUCCI",1,"Minus",2,1568570957,"Smash n' Magic - 4th Edition",2
"Strig",0,"Ace",2,1568571131,"Smash n' Magic - 4th Edition",2
"Mick",1,"Naty",2,1568571242,"Smash n' Magic - 4th Edition",2
"Arch",0,"Rhunii",2,1568571402,"Smash n' Magic - 4th Edition",2
"ChaosPrime",2,"Jayache",0,1568572195,"Smash n' Magic - 4th Edition",2
"Jao",2,"Arthunnis",0,1568572238,"Smash n' Magic - 4th Edition",2
"Shinomori",0,"Naty",2,1568572283,"Smash n' Magic - 4th Edition",2
"Dark Fox",0,"Miguelindo",2,1568572634,"Smash n' Magic - 4th Edition",2
"Sully",2,"RoD",1,1568572702,"Smash n' Magic - 4th Edition",2
"FR7",2,"Crisiru07",0,1568572720,"Smash n' Magic - 4th Edition",2
"S/Chance",2,"Miguelindo",0,1568573188,"Smash n' Magic - 4th Edition",2
"Maleson",2,"Jao",1,1568573313,"Smash n' Magic - 4th Edition",2
"Vyse",2,"Ace",0,1568573496,"Smash n' Magic - 4th Edition",2
"Rhunii",2,"Sully",0,1568573660,"Smash n' Magic - 4th Edition",2
"Guizo",0,"Cyber Twilight",2,1568574311,"Smash n' Magic - 4th Edition",2
"Afro",2,"Rhunii",0,1568574346,"Smash n' Magic - 4th Edition",2
"Gim",1,"Minus",2,1568574913,"Smash n' Magic - 4th Edition",2
"Chino",2,"Naty",0,1568574966,"Smash n' Magic - 4th Edition",2
"ChaosPrime",1,"Fy",2,1568575086,"Smash n' Magic - 4th Edition",2
"FR7",0,"Cyber Twilight",2,1568575447,"Smash n' Magic - 4th Edition",2
"Sabino",2,"Fy",0,1568575999,"Smash n' Magic - 4th Edition",2
"BeBop",2,"Cyber Twilight",0,1568576286,"Smash n' Magic - 4th Edition",2
"FireEmblem",0,"Minus",2,1568576999,"Smash n' Magic - 4th Edition",2
"Maleson",2,"Minus",0,1568579392,"Smash n' Magic - 4th Edition",2
"BeBop",2,"Vyse",1,1568579503,"Smash n' Magic - 4th Edition",2
"S/Chance",1,"Afro",2,1568579878,"Smash n' Magic - 4th Edition",2
"Ultimate",0,"Floko",2,1568580178,"Smash n' Magic - 4th Edition",2
"Sabino",0,"Chino",2,1568580197,"Smash n' Magic - 4th Edition",2
"LUGIA",2,"Amortax",0,1568580357,"Smash n' Magic - 4th Edition",2
"Mimok",0,"RitsuoFox",2,1568580419,"Smash n' Magic - 4th Edition",2
"Luffy",2,"Joaoarara",0,1568580434,"Smash n' Magic - 4th Edition",2
"Ultimate",2,"Chino",0,1568581198,"Smash n' Magic - 4th Edition",2
"Joaoarara",0,"BeBop",2,1568581426,"Smash n' Magic - 4th Edition",2
"Mimok",2,"Maleson",0,1568582610,"Smash n' Magic - 4th Edition",2
"Amortax",1,"Afro",2,1568582625,"Smash n' Magic - 4th Edition",2
"Floko",0,"RitsuoFox",3,1568582677,"Smash n' Magic - 4th Edition",3
"Luffy",3,"LUGIA",1,1568582853,"Smash n' Magic - 4th Edition",3
"Mimok",3,"Ultimate",1,1568584177,"Smash n' Magic - 4th Edition",3
"Afro",1,"BeBop",3,1568584366,"Smash n' Magic - 4th Edition",3
"LUGIA",3,"Mimok",0,1568585201,"Smash n' Magic - 4th Edition",3
"RitsuoFox",0,"Luffy",3,1568585527,"Smash n' Magic - 4th Edition",3
"Floko",0,"BeBop",3,1568586199,"Smash n' Magic - 4th Edition",3
"BeBop",1,"LUGIA",3,1568587599,"Smash n' Magic - 4th Edition",3
"RitsuoFox",1,"LUGIA",3,1568589885,"Smash n' Magic - 4th Edition",3
"Luffy",3,"LUGIA",0,1568589912,"Smash n' Magic - 4th Edition",3
"Floko",2,"Morkez",0,1572207217,"Try Hard Smash in Rio #1",2
"Jayache",0,"Arch",2,1572207827,"Try Hard Smash in Rio #1",2
"DSK",1,"Vyse",2,1572208633,"Try Hard Smash in Rio #1",2
"Sully",0,"Maleson",2,1572209310,"Try Hard Smash in Rio #1",2
"Amortax",2,"Haxwei",1,1572209617,"Try Hard Smash in Rio #1",2
"Ultimate",2,"Miguelindo",0,1572209844,"Try Hard Smash in Rio #1",2
"Dypherius",0,"Luckstorm",2,1572209862,"Try Hard Smash in Rio #1",2
"RitsuoFox",2,"FR7",0,1572210238,"Try Hard Smash in Rio #1",2
"RevoS",2,"Arch",0,1572210647,"Try Hard Smash in Rio #1",2
"Luffy",2,"Luckstorm",0,1572210719,"Try Hard Smash in Rio #1",2
"DSK",0,"Dypherius",2,1572211404,"Try Hard Smash in Rio #1",2
"Floko",2,"Maleson",1,1572211477,"Try Hard Smash in Rio #1",2
"Sully",2,"Jayache",1,1572211793,"Try Hard Smash in Rio #1",2
"RevoS",2,"Amortax",0,1572212302,"Try Hard Smash in Rio #1",2
"Haxwei",2,"Arch",1,1572212361,"Try Hard Smash in Rio #1",2
"Ultimate",2,"Vyse",0,1572212477,"Try Hard Smash in Rio #1",2
"Sully",0,"Morkez",2,1572213082,"Try Hard Smash in Rio #1",2
"Mick",0,"Ihmo",2,1572213111,"Try Hard Smash in Rio #1",2
"Mimok",2,"Proliel",0,1572213677,"Try Hard Smash in Rio #1",2
"Amortax",2,"Luckstorm",0,1572213859,"Try Hard Smash in Rio #1",2
"Dypherius",0,"Miguelindo",2,1572213974,"Try Hard Smash in Rio #1",2
"Jim",0,"RitsuoFox",2,1572214156,"Try Hard Smash in Rio #1",2
"LUGIA",2,"Fy",0,1572214353,"Try Hard Smash in Rio #1",2
"Luffy",2,"ThiFesta",0,1572214419,"Try Hard Smash in Rio #1",2
"Vyse",2,"Morkez",0,1572214479,"Try Hard Smash in Rio #1",2
"Maleson",2,"Miguelindo",0,1572214525,"Try Hard Smash in Rio #1",2
"Mimok",2,"Floko",0,1572215502,"Try Hard Smash in Rio #1",2
"ThiFesta",0,"Haxwei",2,1572215591,"Try Hard Smash in Rio #1",2
"LUGIA",1,"Ultimate",2,1572215673,"Try Hard Smash in Rio #1",2
"Mick",0,"FR7",2,1572216119,"Try Hard Smash in Rio #1",2
"Maleson",2,"Proliel",1,1572216229,"Try Hard Smash in Rio #1",2
"Luffy",2,"RitsuoFox",0,1572216343,"Try Hard Smash in Rio #1",2
"Vyse",2,"Fy",1,1572216824,"Try Hard Smash in Rio #1",2
"RevoS",2,"Ihmo",0,1572217025,"Try Hard Smash in Rio #1",2
"FR7",0,"Amortax",2,1572217198,"Try Hard Smash in Rio #1",2
"Jim",0,"Haxwei",2,1572217248,"Try Hard Smash in Rio #1",2
"Ihmo",2,"Maleson",1,1572218087,"Try Hard Smash in Rio #1",2
"Floko",0,"Amortax",2,1572218168,"Try Hard Smash in Rio #1",2
"RitsuoFox",2,"Vyse",1,1572218221,"Try Hard Smash in Rio #1",2
"Luffy",2,"Mimok",0,1572219014,"Try Hard Smash in Rio #1",2
"Ihmo",2,"Haxwei",0,1572219188,"Try Hard Smash in Rio #1",2
"RevoS",2,"Ultimate",0,1572219768,"Try Hard Smash in Rio #1",2
"RitsuoFox",1,"Amortax",2,1572219832,"Try Hard Smash in Rio #1",2
"Mimok",2,"Ihmo",0,1572220069,"Try Hard Smash in Rio #1",2
"Luffy",3,"RevoS",0,1572220892,"Try Hard Smash in Rio #1",3
"Ultimate",2,"Amortax",0,1572223878,"Try Hard Smash in Rio #1",2
"Mimok",1,"Ultimate",3,1572223941,"Try Hard Smash in Rio #1",3
"RevoS",3,"Ultimate",1,1572223986,"Try Hard Smash in Rio #1",3
"Luffy",3,"RevoS",1,1572264815,"Try Hard Smash in Rio #1",3
"FireEmblem",2,"Djudjo",0,1573411977,"Smash n' Magic - 5th Edition",2
"Luffy",2,"FireEmblem",0,1573411998,"Smash n' Magic - 5th Edition",2
"Maleson",2,"Mick",0,1573412012,"Smash n' Magic - 5th Edition",2
"Luffy",2,"Maleson",0,1573412024,"Smash n' Magic - 5th Edition",2
"Sully",0,"Ace",2,1573412042,"Smash n' Magic - 5th Edition",2
"Fy",2,"Anubis570",0,1573412058,"Smash n' Magic - 5th Edition",2
"Amortax",2,"Fy",0,1573412069,"Smash n' Magic - 5th Edition",2
"S/Chance",0,"Ace",2,1573412080,"Smash n' Magic - 5th Edition",2
"Ace",0,"Amortax",2,1573412092,"Smash n' Magic - 5th Edition",2
"Fy",0,"Djudjo",2,1573412104,"Smash n' Magic - 5th Edition",2
"Djudjo",2,"S/Chance",0,1573412116,"Smash n' Magic - 5th Edition",2
"Mick",2,"Sully",1,1573412149,"Smash n' Magic - 5th Edition",2
"FireEmblem",2,"Anubis570",0,1573412163,"Smash n' Magic - 5th Edition",2
"Mick",0,"FireEmblem",2,1573412181,"Smash n' Magic - 5th Edition",2
"RevoS",2,"Arch",0,1573412243,"Smash n' Magic - 5th Edition",2
"Ihmo",2,"Afro",0,1573412255,"Smash n' Magic - 5th Edition",2
"BeBop",2,"Ozzy",1,1573412287,"Smash n' Magic - 5th Edition",2
"Sabino",2,"Rhunii",0,1573412316,"Smash n' Magic - 5th Edition",2
"BeBop",0,"Sabino",2,1573412327,"Smash n' Magic - 5th Edition",2
"RevoS",2,"Ihmo",0,1573412339,"Smash n' Magic - 5th Edition",2
"Rhunii",1,"Ozzy",2,1573412366,"Smash n' Magic - 5th Edition",2
"Ihmo",2,"Ozzy",0,1573412376,"Smash n' Magic - 5th Edition",2
"Afro",2,"Arch",0,1573412412,"Smash n' Magic - 5th Edition",2
"BeBop",2,"Afro",1,1573412424,"Smash n' Magic - 5th Edition",2
"LUGIA",2,"ChaosPrime",0,1573412489,"Smash n' Magic - 5th Edition",2
"RoD",2,"mega",0,1573412501,"Smash n' Magic - 5th Edition",2
"LUGIA",2,"RoD",0,1573412511,"Smash n' Magic - 5th Edition",2
"Conker",0,"Botrek",2,1573412521,"Smash n' Magic - 5th Edition",2
"Roboto",2,"Botrek",0,1573412537,"Smash n' Magic - 5th Edition",2
"Joaoarara",2,"Proliel",0,1573412551,"Smash n' Magic - 5th Edition",2
"Proliel",2,"Botrek",0,1573412596,"Smash n' Magic - 5th Edition",2
"RoD",0,"Proliel",2,1573412607,"Smash n' Magic - 5th Edition",2
"mega",2,"Conker",0,1573412617,"Smash n' Magic - 5th Edition",2
"mega",0,"ChaosPrime",2,1573412629,"Smash n' Magic - 5th Edition",2
"Roboto",2,"Joaoarara",0,1573412653,"Smash n' Magic - 5th Edition",2
"Joaoarara",2,"ChaosPrime",0,1573412664,"Smash n' Magic - 5th Edition",2
"Naty",2,"Axe",0,1573412691,"Smash n' Magic - 5th Edition",2
"Sky",2,"Naty",0,1573412723,"Smash n' Magic - 5th Edition",2
"Haxwei",2,"FR7",0,1573412791,"Smash n' Magic - 5th Edition",2
"Ultimate",2,"Gim",1,1573412815,"Smash n' Magic - 5th Edition",2
"Sky",2,"Shinomori",0,1573412836,"Smash n' Magic - 5th Edition",2
"Ultimate",2,"Haxwei",0,1573412878,"Smash n' Magic - 5th Edition",2
"Ace",0,"FireEmblem",2,1573412946,"Smash n' Magic - 5th Edition",2
"Axe",0,"Gim",2,1573413143,"Smash n' Magic - 5th Edition",2
"FR7",2,"Naty",1,1573413191,"Smash n' Magic - 5th Edition",2
"Haxwei",2,"Gim",0,1573413204,"Smash n' Magic - 5th Edition",2
"Shinomori",0,"FR7",2,1573414262,"Smash n' Magic - 5th Edition",2
"Maleson",0,"Djudjo",2,1573415533,"Smash n' Magic - 5th Edition",2
"FireEmblem",2,"Proliel",0,1573416230,"Smash n' Magic - 5th Edition",2
"Sky",2,"Ultimate",1,1573416315,"Smash n' Magic - 5th Edition",2
"LUGIA",1,"Roboto",2,1573416514,"Smash n' Magic - 5th Edition",2
"Joaoarara",0,"Djudjo",2,1573416805,"Smash n' Magic - 5th Edition",2
"BeBop",2,"FR7",0,1573417525,"Smash n' Magic - 5th Edition",2
"Haxwei",2,"Ihmo",0,1573417649,"Smash n' Magic - 5th Edition",2
"Ultimate",2,"FireEmblem",0,1573417940,"Smash n' Magic - 5th Edition",2
"LUGIA",1,"BeBop",2,1573419004,"Smash n' Magic - 5th Edition",2
"RevoS",2,"Sabino",0,1573421616,"Smash n' Magic - 5th Edition",2
"Luffy",2,"Amortax",0,1573421813,"Smash n' Magic - 5th Edition",2
"Luffy",3,"Roboto",1,1573423184,"Smash n' Magic - 5th Edition",3
"Sabino",2,"Djudjo",0,1573423858,"Smash n' Magic - 5th Edition",2
"RevoS",2,"Sky",3,1573423905,"Smash n' Magic - 5th Edition",3
"Amortax",2,"Haxwei",1,1573425318,"Smash n' Magic - 5th Edition",2
"Ultimate",2,"Sabino",3,1573425761,"Smash n' Magic - 5th Edition",3
"BeBop",3,"Amortax",1,1573426456,"Smash n' Magic - 5th Edition",3
"Roboto",1,"Sabino",3,1573427237,"Smash n' Magic - 5th Edition",3
"RevoS",3,"BeBop",1,1573428371,"Smash n' Magic - 5th Edition",3
"Luffy",3,"Sky",1,1573429324,"Smash n' Magic - 5th Edition",3
"Sabino",1,"RevoS",3,1573430030,"Smash n' Magic - 5th Edition",3
"Sky",3,"RevoS",1,1573431547,"Smash n' Magic - 5th Edition",3
"Luffy",3,"Sky",0,1573435505,"Smash n' Magic - 5th Edition",3
"FireEmblem",2,"Dypherius",0,1574623471,"Try Hard Smash in Rio #2",2
"Thay",0,"ThiFesta",2,1574623607,"Try Hard Smash in Rio #2",2
"FireEmblem",2,"DJ",0,1574624233,"Try Hard Smash in Rio #2",2
"RoD",2,"Ozzy",0,1574624275,"Try Hard Smash in Rio #2",2
"Afro",2,"Math100",0,1574624283,"Try Hard Smash in Rio #2",2
"Amortax",2,"Burtão",0,1574624460,"Try Hard Smash in Rio #2",2
"Ultimate",2,"Oops",0,1574625132,"Try Hard Smash in Rio #2",2
"Haxwei",2,"Anhanha",1,1574625172,"Try Hard Smash in Rio #2",2
"RevoS",2,"GUCCI",0,1574625913,"Try Hard Smash in Rio #2",2
"Mimok",2,"ThiFesta",1,1574626208,"Try Hard Smash in Rio #2",2
"Afro",2,"RoD",0,1574626545,"Try Hard Smash in Rio #2",2
"Anhanha",2,"Thay",0,1574627013,"Try Hard Smash in Rio #2",2
"Math100",0,"Ozzy",2,1574627314,"Try Hard Smash in Rio #2",2
"Burtão",2,"Dypherius",0,1574627768,"Try Hard Smash in Rio #2",2
"DJ",2,"ThiFesta",0,1574628304,"Try Hard Smash in Rio #2",2
"RoD",2,"Oops",0,1574628756,"Try Hard Smash in Rio #2",2
"RevoS",2,"Chino",1,1574629246,"Try Hard Smash in Rio #2",2
"Anhanha",2,"Burtão",0,1574629535,"Try Hard Smash in Rio #2",2
"Ultimate",2,"Afro",0,1574630316,"Try Hard Smash in Rio #2",2
"Amortax",2,"Haxwei",1,1574630353,"Try Hard Smash in Rio #2",2
"Mimok",0,"FireEmblem",2,1574630866,"Try Hard Smash in Rio #2",2
"Chino",2,"DJ",1,1574631432,"Try Hard Smash in Rio #2",2
"Haxwei",2,"RoD",0,1574631667,"Try Hard Smash in Rio #2",2
"Afro",0,"Anhanha",2,1574632035,"Try Hard Smash in Rio #2",2
"FireEmblem",1,"Ultimate",3,1574632462,"Try Hard Smash in Rio #2",3
"RevoS",3,"Amortax",1,1574633901,"Try Hard Smash in Rio #2",3
"FireEmblem",3,"Chino",2,1574634104,"Try Hard Smash in Rio #2",3
"GUCCI",2,"Ozzy",1,1574634643,"Try Hard Smash in Rio #2",2
"Mimok",2,"GUCCI",0,1574635438,"Try Hard Smash in Rio #2",2
"RevoS",3,"Ultimate",1,1574635901,"Try Hard Smash in Rio #2",3
"Anhanha",2,"Mimok",1,1574636283,"Try Hard Smash in Rio #2",2
"Haxwei",1,"Chino",2,1574637716,"Try Hard Smash in Rio #2",2
"Amortax",3,"Anhanha",1,1574637909,"Try Hard Smash in Rio #2",3
"FireEmblem",0,"Amortax",3,1574639169,"Try Hard Smash in Rio #2",3
"Ultimate",3,"Amortax",1,1574640329,"Try Hard Smash in Rio #2",3
"RevoS",3,"Ultimate",1,1574641284,"Try Hard Smash in Rio #2",3
"Sabino",2,"Considera",0,1575135673,"TwS - Forest Temple",2
"Wright",0,"Rates",2,1575135912,"TwS - Forest Temple",2
"Ultimate",2,"23",0,1575136073,"TwS - Forest Temple",2
"Luffy",2,"Anubis570",0,1575136307,"TwS - Forest Temple",2
"Luffy",2,"Maleson",0,1575136354,"TwS - Forest Temple",2
"Sosser",2,"Arch",0,1575136387,"TwS - Forest Temple",2
"Mick",2,"CebolaTostada",0,1575136441,"TwS - Forest Temple",2
"BURRITO",0,"FR7",2,1575136627,"TwS - Forest Temple",2
"Menaci",0,"Ozzy",2,1575136779,"TwS - Forest Temple",2
"RevoS",2,"Rates",1,1575136992,"TwS - Forest Temple",2
"Mimok",2,"Dypherius",0,1575137026,"TwS - Forest Temple",2
"23",0,"CebolaTostada",2,1575137316,"TwS - Forest Temple",2
"Sosser",2,"FR7",0,1575137496,"TwS - Forest Temple",2
"Sky",2,"Ozzy",1,1575137838,"TwS - Forest Temple",2
"Arch",2,"BURRITO",0,1575137951,"TwS - Forest Temple",2
"Amortax",2,"Magonha",0,1575138056,"TwS - Forest Temple",2
"Ihmo",2,"Sully",0,1575138272,"TwS - Forest Temple",2
"Ultimate",2,"Mick",0,1575138335,"TwS - Forest Temple",2
"LUGIA",1,"FireEmblem",2,1575138793,"TwS - Forest Temple",2
"Magonha",0,"Considera",2,1575138876,"TwS - Forest Temple",2
"Ozzy",2,"CebolaTostada",1,1575138955,"TwS - Forest Temple",2
"Mick",2,"Menaci",0,1575139497,"TwS - Forest Temple",2
"LUGIA",2,"Arch",0,1575139582,"TwS - Forest Temple",2
"Dypherius",2,"Sully",1,1575139716,"TwS - Forest Temple",2
"Rates",0,"Considera",2,1575139883,"TwS - Forest Temple",2
"Maleson",2,"Dypherius",0,1575140032,"TwS - Forest Temple",2
"Amortax",1,"Sabino",2,1575140062,"TwS - Forest Temple",2
"Amortax",2,"Wright",0,1575140861,"TwS - Forest Temple",2
"RevoS",2,"Sabino",0,1575141253,"TwS - Forest Temple",2
"FireEmblem",2,"Sosser",1,1575141537,"TwS - Forest Temple",2
"Sky",1,"Ultimate",2,1575141562,"TwS - Forest Temple",2
"Mimok",1,"Ihmo",2,1575141738,"TwS - Forest Temple",2
"Mick",0,"Considera",2,1575141780,"TwS - Forest Temple",2
"FR7",1,"Maleson",2,1575142361,"TwS - Forest Temple",2
"Mimok",2,"Anubis570",0,1575142425,"TwS - Forest Temple",2
"Amortax",2,"Ozzy",0,1575142529,"TwS - Forest Temple",2
"Luffy",2,"Ihmo",0,1575142841,"TwS - Forest Temple",2
"Sabino",2,"Maleson",0,1575143231,"TwS - Forest Temple",2
"Ihmo",2,"Considera",0,1575143416,"TwS - Forest Temple",2
"Mimok",1,"LUGIA",2,1575143760,"TwS - Forest Temple",2
"Sosser",1,"Amortax",2,1575144259,"TwS - Forest Temple",2
"Sky",0,"LUGIA",2,1575144430,"TwS - Forest Temple",2
"LUGIA",3,"Sabino",0,1575145791,"TwS - Forest Temple",3
"Amortax",3,"Ihmo",2,1575146955,"TwS - Forest Temple",3
"RevoS",3,"Ultimate",0,1575148344,"TwS - Forest Temple",3
"Luffy",3,"FireEmblem",1,1575149808,"TwS - Forest Temple",3
"Ultimate",3,"Amortax",0,1575150797,"TwS - Forest Temple",3
"FireEmblem",3,"LUGIA",0,1575151535,"TwS - Forest Temple",3
"Luffy",3,"RevoS",0,1575152663,"TwS - Forest Temple",3
"FireEmblem",0,"Ultimate",3,1575153378,"TwS - Forest Temple",3
"RevoS",3,"Ultimate",1,1575154539,"TwS - Forest Temple",3
"Luffy",3,"RevoS",0,1575155510,"TwS - Forest Temple",3
"Renata",1,"Atilio",2,1575837299,"Try Hard Smash in Rio #3",2
"Dypherius",1,"Ozzy",2,1575837721,"Try Hard Smash in Rio #3",2
"Guzasko",0,"FR7",2,1575838727,"Try Hard Smash in Rio #3",2
"Nalo",0,"Lou",2,1575839633,"Try Hard Smash in Rio #3",2
"Sully",2,"Wright",0,1575839740,"Try Hard Smash in Rio #3",2
"Lucas",0,"RoD",2,1575840354,"Try Hard Smash in Rio #3",2
"Mick",2,"RoD",0,1575840381,"Try Hard Smash in Rio #3",2
"RevoS",2,"Atilio",0,1575840443,"Try Hard Smash in Rio #3",2
"Ultimate",2,"SanDiego",0,1575840499,"Try Hard Smash in Rio #3",2
"Haxwei",2,"Lou",0,1575840522,"Try Hard Smash in Rio #3",2
"Coringa",1,"Tiago Pazos",2,1575840954,"Try Hard Smash in Rio #3",2
"Fy",2,"FR7",0,1575841194,"Try Hard Smash in Rio #3",2
"Wright",2,"Nalo",0,1575841404,"Try Hard Smash in Rio #3",2
"SanDiego",1,"Guzasko",2,1575841427,"Try Hard Smash in Rio #3",2
"ThiFesta",0,"Ozzy",2,1575841822,"Try Hard Smash in Rio #3",2
"Ihmo",2,"Tiago Pazos",0,1575842034,"Try Hard Smash in Rio #3",2
"Ultimate",2,"Ozzy",0,1575842379,"Try Hard Smash in Rio #3",2
"RoD",1,"Lou",2,1575842387,"Try Hard Smash in Rio #3",2
"Haxwei",2,"Mick",0,1575842841,"Try Hard Smash in Rio #3",2
"RevoS",2,"Sully",0,1575843299,"Try Hard Smash in Rio #3",2
"Ihmo",2,"Fy",1,1575843625,"Try Hard Smash in Rio #3",2
"Atilio",2,"Lucas",1,1575843667,"Try Hard Smash in Rio #3",2
"Wright",2,"Atilio",0,1575844506,"Try Hard Smash in Rio #3",2
"Tiago Pazos",2,"Dypherius",0,1575844563,"Try Hard Smash in Rio #3",2
"FR7",2,"Tiago Pazos",0,1575844712,"Try Hard Smash in Rio #3",2
"Ultimate",3,"Haxwei",0,1575845034,"Try Hard Smash in Rio #3",3
"Ozzy",2,"Wright",0,1575845069,"Try Hard Smash in Rio #3",2
"Mick",0,"FR7",2,1575845982,"Try Hard Smash in Rio #3",2
"ThiFesta",2,"Coringa",0,1575846007,"Try Hard Smash in Rio #3",2
"ThiFesta",2,"Guzasko",0,1575846531,"Try Hard Smash in Rio #3",2
"Fy",2,"Lou",0,1575846599,"Try Hard Smash in Rio #3",2
"RevoS",3,"Ihmo",2,1575846747,"Try Hard Smash in Rio #3",3
"Sully",2,"ThiFesta",1,1575847619,"Try Hard Smash in Rio #3",2
"Ozzy",1,"FR7",3,1575847980,"Try Hard Smash in Rio #3",3
"RevoS",1,"Ultimate",3,1575848511,"Try Hard Smash in Rio #3",3
"Sully",0,"Fy",3,1575848954,"Try Hard Smash in Rio #3",3
"Ihmo",3,"FR7",0,1575849583,"Try Hard Smash in Rio #3",3
"Haxwei",3,"Fy",0,1575849864,"Try Hard Smash in Rio #3",3
"Haxwei",3,"Ihmo",1,1575851240,"Try Hard Smash in Rio #3",3
"RevoS",3,"Haxwei",0,1575852124,"Try Hard Smash in Rio #3",3
"Ultimate",2,"RevoS",3,1575853473,"Try Hard Smash in Rio #3",3
"RevoS",3,"Ultimate",0,1575856040,"Try Hard Smash in Rio #3",3
"Sabino",3,"S/Chance",1,1577040561,"TORNEIO LEGAL",3
"Afro",3,"d0pe",2,1577040959,"TORNEIO LEGAL",3
"Pete",0,"Proliel",3,1577042119,"TORNEIO LEGAL",3
"Luffy",3,"Naval",0,1577042127,"TORNEIO LEGAL",3
"Haxwei",3,"Joaoarara",0,1577042145,"TORNEIO LEGAL",3
"FireEmblem",3,"Gabi18",0,1577043224,"TORNEIO LEGAL",3
"Ace",3,"jTurolla",0,1577043239,"TORNEIO LEGAL",3
"Luffy",3,"Maleson",2,1577044086,"TORNEIO LEGAL",3
"Afro",3,"Proliel",0,1577044514,"TORNEIO LEGAL",3
"Sabino",3,"FireEmblem",1,1577044826,"TORNEIO LEGAL",3
"Haxwei",3,"Ace",0,1577045506,"TORNEIO LEGAL",3
"Joaoarara",3,"jTurolla",0,1577045520,"TORNEIO LEGAL",3
"S/Chance",3,"Gabi18",0,1577045536,"TORNEIO LEGAL",3
"d0pe",3,"Pete",1,1577046513,"TORNEIO LEGAL",3
"Proliel",2,"S/Chance",3,1577046520,"TORNEIO LEGAL",3
"Afro",1,"Haxwei",3,1577046616,"TORNEIO LEGAL",3
"Ace",0,"Naval",3,1577047933,"TORNEIO LEGAL",3
"Maleson",3,"Joaoarara",0,1577048339,"TORNEIO LEGAL",3
"FireEmblem",3,"d0pe",0,1577048346,"TORNEIO LEGAL",3
"FireEmblem",3,"Maleson",0,1577048353,"TORNEIO LEGAL",3
"Luffy",3,"Sabino",1,1577048602,"TORNEIO LEGAL",3
"Naval",3,"S/Chance",0,1577048811,"TORNEIO LEGAL",3
"Sabino",0,"Naval",3,1577049925,"TORNEIO LEGAL",3
"Afro",0,"FireEmblem",3,1577053419,"TORNEIO LEGAL",3
"Naval",1,"FireEmblem",3,1577053432,"TORNEIO LEGAL",3
"Luffy",3,"Haxwei",1,1577053449,"TORNEIO LEGAL",3
"Haxwei",3,"FireEmblem",1,1577053466,"TORNEIO LEGAL",3
"Luffy",3,"Haxwei",1,1577054862,"TORNEIO LEGAL",3
