"p1";"id1";"score1";"p2";"id2";"score2";"completed";"tournament";"first_to"
"BeBop";69497;3;"Mimok";172124;0;1550952783;"Smash Heat 2";3
"Roboto";557806;3;"BeBop";69497;1;1550954027;"Smash Heat 2";3
"Sabino";953008;1;"Roboto";557806;3;1550955182;"Smash Heat 2";3
"RevoS";172173;3;"Roboto";557806;0;1550956115;"Smash Heat 2";3
"Ozzy";563793;2;"Sandman";1082894;0;1552833095;"Smash N' Magic";2
"RoD";172230;0;"Unexpected";1089395;2;1552833195;"Smash N' Magic";2
"Drutar";512478;0;"Oliveira";1078885;2;1552833228;"Smash N' Magic";2
"Ryvius";1118463;0;"RndNess";1017077;2;1552833277;"Smash N' Magic";2
"MICK";981066;0;"LeoDT";945519;2;1552833298;"Smash N' Magic";2
"FR7";211496;1;"DJ";1118420;2;1552833556;"Smash N' Magic";2
"ChaosPrime";621638;2;"Arch";1099206;0;1552834222;"Smash N' Magic";2
"Gim";143935;2;"FritzThe2";1118462;0;1552834285;"Smash N' Magic";2
"Floko";558693;2;"Alonso";126587;0;1552834302;"Smash N' Magic";2
"Maleson";964809;2;"Considera";792807;0;1552834316;"Smash N' Magic";2
"Polon";1088153;2;"ippo";1118464;0;1552834331;"Smash N' Magic";2
"LUGIA";999237;2;"Kira";1120138;0;1552834697;"Smash N' Magic";2
"Pete";543371;1;"Raphael Vieitas";1107150;2;1552835008;"Smash N' Magic";2
"Simic";1021298;2;"FyFox";1071532;0;1552835144;"Smash N' Magic";2
"Owlogy";949477;0;"Inu";1095897;2;1552835155;"Smash N' Magic";2
"Ramon";1120137;0;"Haxwei";1033803;2;1552835357;"Smash N' Magic";2
"Vlory";1120139;1;"Snek";514381;2;1552835437;"Smash N' Magic";2
"S/Chance";1035192;2;"IzZI127";932613;0;1552835636;"Smash N' Magic";2
"Sky";547786;2;"Unexpected";1089395;0;1552836079;"Smash N' Magic";2
"Luffy";157946;2;"DJ";1118420;0;1552836092;"Smash N' Magic";2
"JoJo Rama";173414;0;"Dottori";1072342;2;1552836176;"Smash N' Magic";2
"Magician";1117652;0;"Ace";999215;2;1552836220;"Smash N' Magic";2
"Bach";1095786;1;"Ihmo";1071731;2;1552836262;"Smash N' Magic";2
"Decnop";1118043;0;"Naty";1092900;2;1552836313;"Smash N' Magic";2
"Bbrazils";1088168;1;"Vallcrist";1102056;2;1552836382;"Smash N' Magic";2
"Joaoarara";909133;0;"Oliveira";1078885;2;1552836416;"Smash N' Magic";2
"S/Chance";1035192;0;"Haxwei";1033803;2;1552836874;"Smash N' Magic";2
"Afro";37319;2;"ChaosPrime";621638;0;1552836923;"Smash N' Magic";2
"Magician";1117652;0;"Ryvius";1118463;2;1552836966;"Smash N' Magic";2
"JoJo Rama";173414;0;"Kira";1120138;2;1552836981;"Smash N' Magic";2
"Floko";558693;2;"Gim";143935;0;1552837162;"Smash N' Magic";2
"RevoS";172173;2;"Maleson";964809;0;1552837267;"Smash N' Magic";2
"IzZI127";932613;0;"Ramon";1120137;2;1552837328;"Smash N' Magic";2
"Snek";514381;0;"Simic";1021298;2;1552837467;"Smash N' Magic";2
"Naty";1092900;0;"Ozzy";563793;2;1552837544;"Smash N' Magic";2
"Ace";999215;2;"RndNess";1017077;0;1552837693;"Smash N' Magic";2
"Ultimate";795203;2;"Inu";1095897;0;1552837764;"Smash N' Magic";2
"Roboto";557806;2;"Vallcrist";1102056;0;1552837906;"Smash N' Magic";2
"Raphael Vieitas";1107150;0;"Ihmo";1071731;2;1552838090;"Smash N' Magic";2
"Dottori";1072342;0;"LUGIA";999237;2;1552838143;"Smash N' Magic";2
"BeBop";69497;2;"Polon";1088153;0;1552838175;"Smash N' Magic";2
"ChaosPrime";621638;2;"Ryvius";1118463;0;1552838353;"Smash N' Magic";2
"Cyber Twilight";172466;2;"LeoDT";945519;0;1552838721;"Smash N' Magic";2
"Decnop";1118043;1;"Sandman";1082894;2;1552839282;"Smash N' Magic";2
"Vlory";1120139;0;"FyFox";1071532;2;1552841451;"Smash N' Magic";2
"Joaoarara";909133;2;"RoD";172230;0;1552841706;"Smash N' Magic";2
"LeoDT";945519;2;"Sandman";1082894;0;1552841944;"Smash N' Magic";2
"Alonso";126587;2;"FritzThe2";1118462;0;1552842043;"Smash N' Magic";2
"Naty";1092900;2;"MICK";981066;0;1552842172;"Smash N' Magic";2
"Pete";543371;1;"Bach";1095786;2;1552842410;"Smash N' Magic";2
"Sky";547786;2;"Ozzy";563793;0;1552842745;"Smash N' Magic";2
"Gim";143935;2;"ippo";1118464;0;1552842834;"Smash N' Magic";2
"Raphael Vieitas";1107150;0;"Considera";792807;2;1552842904;"Smash N' Magic";2
"Inu";1095897;0;"Ramon";1120137;2;1552843153;"Smash N' Magic";2
"Snek";514381;1;"Bbrazils";1088168;2;1552843272;"Smash N' Magic";2
"Polon";1088153;2;"Alonso";126587;0;1552843373;"Smash N' Magic";2
"S/Chance";1035192;2;"Owlogy";949477;0;1552843455;"Smash N' Magic";2
"Maleson";964809;2;"Bach";1095786;0;1552843583;"Smash N' Magic";2
"Unexpected";1089395;0;"Drutar";512478;2;1552843790;"Smash N' Magic";2
"Vallcrist";1102056;1;"FyFox";1071532;2;1552843856;"Smash N' Magic";2
"Dottori";1072342;0;"FR7";211496;2;1552844265;"Smash N' Magic";2
"DJ";1118420;2;"Kira";1120138;0;1552844347;"Smash N' Magic";2
"Joaoarara";909133;1;"LeoDT";945519;2;1552844365;"Smash N' Magic";2
"Naty";1092900;0;"Drutar";512478;2;1552844434;"Smash N' Magic";2
"RndNess";1017077;1;"Arch";1099206;2;1552844593;"Smash N' Magic";2
"Cyber Twilight";172466;2;"Oliveira";1078885;0;1552844668;"Smash N' Magic";2
"Afro";37319;0;"LUGIA";999237;2;1552845088;"Smash N' Magic";2
"Luffy";157946;2;"Ace";999215;0;1552845136;"Smash N' Magic";2
"FR7";211496;1;"ChaosPrime";621638;2;1552845359;"Smash N' Magic";2
"Ozzy";563793;2;"LeoDT";945519;0;1552845549;"Smash N' Magic";2
"RevoS";172173;1;"Floko";558693;2;1552845749;"Smash N' Magic";2
"BeBop";69497;1;"Ihmo";1071731;2;1552845874;"Smash N' Magic";2
"Gim";143935;0;"Maleson";964809;2;1552846018;"Smash N' Magic";2
"Arch";1099206;1;"DJ";1118420;2;1552846128;"Smash N' Magic";2
"Roboto";557806;2;"Haxwei";1033803;0;1552846419;"Smash N' Magic";2
"Ultimate";795203;2;"Simic";1021298;0;1552846483;"Smash N' Magic";2
"Considera";792807;1;"Polon";1088153;2;1552846508;"Smash N' Magic";2
"Afro";37319;0;"DJ";1118420;2;1552846753;"Smash N' Magic";2
"S/Chance";1035192;2;"FyFox";1071532;0;1552847159;"Smash N' Magic";2
"Bbrazils";1088168;1;"Ramon";1120137;2;1552847173;"Smash N' Magic";2
"Ace";999215;1;"ChaosPrime";621638;2;1552847397;"Smash N' Magic";2
"RevoS";172173;2;"Polon";1088153;0;1552847504;"Smash N' Magic";2
"BeBop";69497;1;"Maleson";964809;2;1552847520;"Smash N' Magic";2
"Simic";1021298;0;"S/Chance";1035192;2;1552847894;"Smash N' Magic";2
"Oliveira";1078885;2;"Drutar";512478;0;1552847925;"Smash N' Magic";2
"Haxwei";1033803;2;"Ramon";1120137;1;1552848324;"Smash N' Magic";2
"S/Chance";1035192;2;"Ozzy";563793;0;1552851192;"Smash N' Magic";2
"Maleson";964809;0;"ChaosPrime";621638;2;1552851353;"Smash N' Magic";2
"DJ";1118420;0;"RevoS";172173;2;1552851365;"Smash N' Magic";2
"Oliveira";1078885;2;"Haxwei";1033803;1;1552851943;"Smash N' Magic";2
"Sky";547786;2;"Cyber Twilight";172466;1;1552852102;"Smash N' Magic";2
"Floko";558693;2;"Ihmo";1071731;0;1552852251;"Smash N' Magic";2
"Roboto";557806;1;"Ultimate";795203;2;1552852606;"Smash N' Magic";2
"Cyber Twilight";172466;2;"ChaosPrime";621638;0;1552852995;"Smash N' Magic";2
"Luffy";157946;2;"LUGIA";999237;1;1552853193;"Smash N' Magic";2
"Roboto";557806;0;"RevoS";172173;2;1552853358;"Smash N' Magic";2
"Ihmo";1071731;1;"Oliveira";1078885;2;1552853455;"Smash N' Magic";2
"LUGIA";999237;2;"S/Chance";1035192;0;1552853900;"Smash N' Magic";2
"Luffy";157946;3;"Floko";558693;1;1552854676;"Smash N' Magic";3
"Sky";547786;3;"Ultimate";795203;1;1552854777;"Smash N' Magic";3
"Oliveira";1078885;0;"LUGIA";999237;3;1552855172;"Smash N' Magic";3
"RevoS";172173;3;"Cyber Twilight";172466;0;1552855451;"Smash N' Magic";3
"Ultimate";795203;2;"LUGIA";999237;3;1552856806;"Smash N' Magic";3
"Floko";558693;0;"RevoS";172173;3;1552856960;"Smash N' Magic";3
"Sky";547786;3;"Luffy";157946;2;1552858247;"Smash N' Magic";3
"LUGIA";999237;2;"RevoS";172173;3;1552858697;"Smash N' Magic";3
"Luffy";157946;2;"RevoS";172173;3;1552860706;"Smash N' Magic";3
"Sky";547786;3;"RevoS";172173;0;1552862516;"Smash N' Magic";3
"Firinplinplin";1227712;2;"FR7";211496;0;1558276839;"Smash N' Magic - 2nd Edition";2
"Guizo";971399;2;"Lily";1063128;0;1558277520;"Smash N' Magic - 2nd Edition";2
"Anal_utz";1235716;0;"Simic";1021298;2;1558277593;"Smash N' Magic - 2nd Edition";2
"Owlogy";949477;0;"JBB";1227619;2;1558277764;"Smash N' Magic - 2nd Edition";2
"Pova";1222119;0;"FyFox";1071532;2;1558277970;"Smash N' Magic - 2nd Edition";2
"Golfinho";557978;0;"Maleson";964809;2;1558278145;"Smash N' Magic - 2nd Edition";2
"Bbrazils";1088168;1;"Conker";1235762;2;1558278362;"Smash N' Magic - 2nd Edition";2
"Saiduke";1227027;2;"Caveira";1207976;0;1558278694;"Smash N' Magic - 2nd Edition";2
"MICK";981066;0;"Wright";1229228;2;1558278851;"Smash N' Magic - 2nd Edition";2
"Luckstorm";1227007;0;"Haxwei";1033803;2;1558278912;"Smash N' Magic - 2nd Edition";2
"Oops";1198757;2;"Bach";1095786;0;1558279081;"Smash N' Magic - 2nd Edition";2
"Gim";143935;2;"Ozzy";563793;0;1558279469;"Smash N' Magic - 2nd Edition";2
"Maycky";491163;2;"Ace";999215;1;1558279670;"Smash N' Magic - 2nd Edition";2
"Naty";1092900;0;"Chino";1198340;2;1558279736;"Smash N' Magic - 2nd Edition";2
"S/Chance";1035192;2;"Alonso";126587;0;1558279885;"Smash N' Magic - 2nd Edition";2
"Sully";172359;0;"GUCCI";1196897;2;1558280179;"Smash N' Magic - 2nd Edition";2
"ChaosPrime";621638;1;"mysterE";1076369;2;1558280190;"Smash N' Magic - 2nd Edition";2
"Luffy";157946;2;"Morkez";1227006;0;1558280452;"Smash N' Magic - 2nd Edition";2
"Sky";547786;2;"Firinplinplin";1227712;0;1558280601;"Smash N' Magic - 2nd Edition";2
"RevoS";172173;2;"Guizo";971399;0;1558280624;"Smash N' Magic - 2nd Edition";2
"Polon";1137666;0;"Haxwei";1033803;2;1558280760;"Smash N' Magic - 2nd Edition";2
"Maleson";964809;2;"Saiduke";1227027;0;1558280962;"Smash N' Magic - 2nd Edition";2
"Roboto";557806;2;"Conker";1235762;0;1558280994;"Smash N' Magic - 2nd Edition";2
"Simic";1021298;2;"Gim";143935;0;1558281130;"Smash N' Magic - 2nd Edition";2
"Ultimate";795203;2;"Maycky";491163;0;1558281413;"Smash N' Magic - 2nd Edition";2
"Floko";558693;2;"Wright";1229228;0;1558281728;"Smash N' Magic - 2nd Edition";2
"BeBop";69497;2;"FyFox";1071532;0;1558281837;"Smash N' Magic - 2nd Edition";2
"Elias";229014;2;"JBB";1227619;1;1558281912;"Smash N' Magic - 2nd Edition";2
"Djudjo";1091476;2;"S/Chance";1035192;0;1558282059;"Smash N' Magic - 2nd Edition";2
"Mimok";172124;1;"mysterE";1076369;2;1558282127;"Smash N' Magic - 2nd Edition";2
"Afro";37319;1;"Chino";1198340;2;1558282780;"Smash N' Magic - 2nd Edition";2
"João Lagoas";1197345;2;"GUCCI";1196897;0;1558282946;"Smash N' Magic - 2nd Edition";2
"Joaoarara";909133;2;"Oops";1198757;0;1558282959;"Smash N' Magic - 2nd Edition";2
"Oops";1198757;2;"Raphael Vieitas";1107150;0;1558286499;"Smash N' Magic - 2nd Edition";2
"S/Chance";1035192;2;"Bbrazils";1088168;0;1558286556;"Smash N' Magic - 2nd Edition";2
"Polon";1137666;0;"Ace";999215;2;1558286566;"Smash N' Magic - 2nd Edition";2
"GUCCI";1196897;2;"Lily";1063128;0;1558286784;"Smash N' Magic - 2nd Edition";2
"Afro";37319;2;"FR7";211496;0;1558286854;"Smash N' Magic - 2nd Edition";2
"Gim";143935;2;"Pova";1222119;0;1558286890;"Smash N' Magic - 2nd Edition";2
"Wright";1229228;2;"Owlogy";949477;0;1558287134;"Smash N' Magic - 2nd Edition";2
"Maycky";491163;0;"Luckstorm";1227007;2;1558287155;"Smash N' Magic - 2nd Edition";2
"Golfinho";557978;2;"Caveira";1207976;0;1558287230;"Smash N' Magic - 2nd Edition";2
"Firinplinplin";1227712;0;"Naty";1092900;2;1558287851;"Smash N' Magic - 2nd Edition";2
"Conker";1235762;0;"Alonso";126587;2;1558287949;"Smash N' Magic - 2nd Edition";2
"Saiduke";1227027;1;"ChaosPrime";621638;2;1558287977;"Smash N' Magic - 2nd Edition";2
"Anal_utz";1235716;0;"Ozzy";563793;2;1558288167;"Smash N' Magic - 2nd Edition";2
"Guizo";971399;0;"Sully";172359;2;1558288734;"Smash N' Magic - 2nd Edition";2
"Morkez";1227006;2;"Bach";1095786;0;1558288841;"Smash N' Magic - 2nd Edition";2
"Mimok";172124;1;"Golfinho";557978;2;1558288973;"Smash N' Magic - 2nd Edition";2
"JBB";1227619;2;"MICK";981066;0;1558288996;"Smash N' Magic - 2nd Edition";2
"S/Chance";1035192;2;"Luckstorm";1227007;1;1558289172;"Smash N' Magic - 2nd Edition";2
"FyFox";1071532;0;"Ozzy";563793;2;1558289631;"Smash N' Magic - 2nd Edition";2
"Ace";999215;2;"Alonso";126587;0;1558289718;"Smash N' Magic - 2nd Edition";2
"JBB";1227619;2;"Morkez";1227006;1;1558289838;"Smash N' Magic - 2nd Edition";2
"Oops";1198757;1;"Wright";1229228;2;1558289849;"Smash N' Magic - 2nd Edition";2
"Sky";547786;2;"Simic";1021298;0;1558290080;"Smash N' Magic - 2nd Edition";2
"BeBop";69497;0;"Chino";1198340;2;1558290430;"Smash N' Magic - 2nd Edition";2
"RevoS";172173;2;"Maleson";964809;0;1558290479;"Smash N' Magic - 2nd Edition";2
"Floko";558693;2;"Joaoarara";909133;0;1558290733;"Smash N' Magic - 2nd Edition";2
"Luffy";157946;2;"Elias";229014;0;1558290844;"Smash N' Magic - 2nd Edition";2
"mysterE";1076369;1;"João Lagoas";1197345;2;1558291041;"Smash N' Magic - 2nd Edition";2
"Ultimate";795203;2;"Djudjo";1091476;0;1558291258;"Smash N' Magic - 2nd Edition";2
"Elias";229014;2;"Wright";1229228;0;1558291584;"Smash N' Magic - 2nd Edition";2
"Roboto";557806;2;"Haxwei";1033803;1;1558291623;"Smash N' Magic - 2nd Edition";2
"GUCCI";1196897;0;"Golfinho";557978;2;1558291657;"Smash N' Magic - 2nd Edition";2
"Gim";143935;1;"Naty";1092900;2;1558292179;"Smash N' Magic - 2nd Edition";2
"Afro";37319;2;"Ozzy";563793;0;1558292384;"Smash N' Magic - 2nd Edition";2
"ChaosPrime";621638;2;"Sully";172359;0;1558292531;"Smash N' Magic - 2nd Edition";2
"Haxwei";1033803;0;"S/Chance";1035192;2;1558292752;"Smash N' Magic - 2nd Edition";2
"Joaoarara";909133;0;"JBB";1227619;2;1558292877;"Smash N' Magic - 2nd Edition";2
"Djudjo";1091476;2;"Ace";999215;1;1558293129;"Smash N' Magic - 2nd Edition";2
"Simic";1021298;1;"Afro";37319;2;1558293505;"Smash N' Magic - 2nd Edition";2
"mysterE";1076369;0;"ChaosPrime";621638;2;1558293590;"Smash N' Magic - 2nd Edition";2
"BeBop";69497;2;"Naty";1092900;0;1558293717;"Smash N' Magic - 2nd Edition";2
"Maleson";964809;1;"Golfinho";557978;2;1558293767;"Smash N' Magic - 2nd Edition";2
"Roboto";557806;0;"Ultimate";795203;2;1558294746;"Smash N' Magic - 2nd Edition";2
"BeBop";69497;0;"S/Chance";1035192;2;1558294811;"Smash N' Magic - 2nd Edition";2
"Djudjo";1091476;2;"Afro";37319;1;1558295165;"Smash N' Magic - 2nd Edition";2
"JBB";1227619;0;"Golfinho";557978;2;1558295226;"Smash N' Magic - 2nd Edition";2
"ChaosPrime";621638;2;"Elias";229014;1;1558295577;"Smash N' Magic - 2nd Edition";2
"Sky";547786;2;"Chino";1198340;0;1558295797;"Smash N' Magic - 2nd Edition";2
"RevoS";172173;2;"João Lagoas";1197345;0;1558295920;"Smash N' Magic - 2nd Edition";2
"Roboto";557806;2;"ChaosPrime";621638;0;1558296201;"Smash N' Magic - 2nd Edition";2
"Chino";1198340;2;"Golfinho";557978;0;1558296472;"Smash N' Magic - 2nd Edition";2
"João Lagoas";1197345;2;"Djudjo";1091476;0;1558297060;"Smash N' Magic - 2nd Edition";2
"Sky";547786;2;"Ultimate";795203;3;1558297837;"Smash N' Magic - 2nd Edition";3
"RevoS";172173;0;"Luffy";157946;3;1558298253;"Smash N' Magic - 2nd Edition";3
"Ultimate";795203;0;"Luffy";157946;3;1558299086;"Smash N' Magic - 2nd Edition";3
"S/Chance";1035192;2;"João Lagoas";1197345;3;1558299160;"Smash N' Magic - 2nd Edition";3
"Roboto";557806;3;"Chino";1198340;0;1558299250;"Smash N' Magic - 2nd Edition";3
"Sky";547786;3;"João Lagoas";1197345;1;1558300226;"Smash N' Magic - 2nd Edition";3
"RevoS";172173;3;"Roboto";557806;1;1558300579;"Smash N' Magic - 2nd Edition";3
"Sky";547786;0;"RevoS";172173;3;1558301470;"Smash N' Magic - 2nd Edition";3
"Ultimate";795203;2;"RevoS";172173;3;1558302908;"Smash N' Magic - 2nd Edition";3
"Luffy";157946;3;"RevoS";172173;0;1558303801;"Smash N' Magic - 2nd Edition";3
"Elias";229014;2;"HeadBenzi";173373;0;1558802667;"Smash Season Fest: Falling Leaves";2
"Luckstorm";1227007;0;"Elias";229014;2;1558803781;"Smash Season Fest: Falling Leaves";2
"Haxwei";1033803;2;"Sully";172359;0;1558803934;"Smash Season Fest: Falling Leaves";2
"Maleson";964809;2;"Rates";521456;1;1558804085;"Smash Season Fest: Falling Leaves";2
"BeBop";69497;2;"HeadBenzi";173373;0;1558804836;"Smash Season Fest: Falling Leaves";2
"Flamon";172363;0;"FR7";211496;2;1558804994;"Smash Season Fest: Falling Leaves";2
"LUGIA";999237;2;"Morkez";1227006;1;1558805458;"Smash Season Fest: Falling Leaves";2
"Alonso";126587;1;"Ace";57154;2;1558805490;"Smash Season Fest: Falling Leaves";2
"RoD";172230;0;"Arch";1099206;2;1558805931;"Smash Season Fest: Falling Leaves";2
"Prime";539117;2;"MICK";981066;0;1558805965;"Smash Season Fest: Falling Leaves";2
"Ultimate";795203;2;"Ozzy";563793;0;1558806278;"Smash Season Fest: Falling Leaves";2
"Roboto";557806;2;"Ihmo";1071731;1;1558806534;"Smash Season Fest: Falling Leaves";2
"Luffy";157946;2;"Bach";1095786;0;1558806789;"Smash Season Fest: Falling Leaves";2
"Morkez";1227006;0;"MICK";981066;2;1558806948;"Smash Season Fest: Falling Leaves";2
"Sabino";953008;2;"Muju";1226604;1;1558807391;"Smash Season Fest: Falling Leaves";2
"Amortax";533731;2;"DSK";700399;0;1558807688;"Smash Season Fest: Falling Leaves";2
"LUGIA";999237;2;"Prime";539117;0;1558807734;"Smash Season Fest: Falling Leaves";2
"RevoS";172173;2;"Naval";1099321;1;1558807937;"Smash Season Fest: Falling Leaves";2
"Luffy";157946;2;"Haxwei";1033803;0;1558808156;"Smash Season Fest: Falling Leaves";2
"Bach";1095786;0;"Sully";172359;2;1558808627;"Smash Season Fest: Falling Leaves";2
"DSK";700399;1;"Rates";521456;2;1558808976;"Smash Season Fest: Falling Leaves";2
"RoD";172230;1;"MICK";981066;2;1558809266;"Smash Season Fest: Falling Leaves";2
"Amortax";533731;2;"Maleson";964809;1;1558809362;"Smash Season Fest: Falling Leaves";2
"Prime";539117;0;"Roboto";557806;2;1558809471;"Smash Season Fest: Falling Leaves";2
"Luckstorm";1227007;0;"Naval";1099321;2;1558809881;"Smash Season Fest: Falling Leaves";2
"Maleson";964809;2;"Sully";172359;0;1558810265;"Smash Season Fest: Falling Leaves";2
"Haxwei";1033803;2;"Rates";521456;0;1558810284;"Smash Season Fest: Falling Leaves";2
"RevoS";172173;2;"S/Chance";1035192;1;1558810303;"Smash Season Fest: Falling Leaves";2
"Ozzy";563793;0;"Alonso";126587;2;1558810766;"Smash Season Fest: Falling Leaves";2
"S/Chance";1035192;2;"BeBop";69497;0;1558810976;"Smash Season Fest: Falling Leaves";2
"Ultimate";795203;2;"Ace";57154;0;1558810993;"Smash Season Fest: Falling Leaves";2
"Muju";1226604;2;"Flamon";172363;0;1558811194;"Smash Season Fest: Falling Leaves";2
"Sabino";953008;2;"FR7";211496;0;1558811531;"Smash Season Fest: Falling Leaves";2
"Arch";1099206;0;"LUGIA";999237;2;1558811738;"Smash Season Fest: Falling Leaves";2
"Roboto";557806;1;"Haxwei";1033803;2;1558811928;"Smash Season Fest: Falling Leaves";2
"Maleson";964809;2;"MICK";981066;0;1558812248;"Smash Season Fest: Falling Leaves";2
"Luffy";157946;2;"Amortax";533731;0;1558812350;"Smash Season Fest: Falling Leaves";2
"Ace";57154;0;"Muju";1226604;2;1558812570;"Smash Season Fest: Falling Leaves";2
"RevoS";172173;2;"Elias";229014;0;1558813124;"Smash Season Fest: Falling Leaves";2
"FR7";211496;2;"Alonso";126587;1;1558813195;"Smash Season Fest: Falling Leaves";2
"Ultimate";795203;1;"Sabino";953008;2;1558813212;"Smash Season Fest: Falling Leaves";2
"FR7";211496;0;"S/Chance";1035192;2;1558813925;"Smash Season Fest: Falling Leaves";2
"Naval";1099321;2;"Muju";1226604;1;1558813961;"Smash Season Fest: Falling Leaves";2
"Elias";229014;0;"Maleson";964809;2;1558814060;"Smash Season Fest: Falling Leaves";2
"Ultimate";795203;2;"Haxwei";1033803;0;1558814147;"Smash Season Fest: Falling Leaves";2
"Arch";1099206;2;"S/Chance";1035192;0;1558814656;"Smash Season Fest: Falling Leaves";2
"Amortax";533731;2;"Naval";1099321;1;1558815185;"Smash Season Fest: Falling Leaves";2
"Ultimate";795203;3;"Maleson";964809;1;1558816272;"Smash Season Fest: Falling Leaves";3
"RevoS";172173;3;"Sabino";953008;0;1558816394;"Smash Season Fest: Falling Leaves";3
"Amortax";533731;3;"Arch";1099206;0;1558816452;"Smash Season Fest: Falling Leaves";3
"LUGIA";999237;0;"Luffy";157946;3;1558816613;"Smash Season Fest: Falling Leaves";3
"LUGIA";999237;1;"Ultimate";795203;3;1558817661;"Smash Season Fest: Falling Leaves";3
"Sabino";953008;3;"Amortax";533731;1;1558817998;"Smash Season Fest: Falling Leaves";3
"RevoS";172173;0;"Luffy";157946;3;1558819213;"Smash Season Fest: Falling Leaves";3
"Sabino";953008;1;"Ultimate";795203;3;1558820308;"Smash Season Fest: Falling Leaves";3
"RevoS";172173;2;"Ultimate";795203;3;1558822008;"Smash Season Fest: Falling Leaves";3
"Luffy";157946;3;"Ultimate";795203;1;1558870613;"Smash Season Fest: Falling Leaves";3
"Magician";1269775;2;"kiNg";1282316;0;1561300590;"Twilight's Awakening";2
"Chino";1198340;2;"Gim";143935;0;1561300622;"Twilight's Awakening";2
"RoD";172230;2;"D4C";707867;0;1561300665;"Twilight's Awakening";2
"FyFox";1071532;2;"GUCCI";1196897;1;1561300926;"Twilight's Awakening";2
"FR7";211496;0;"Anubis570";323744;2;1561301653;"Twilight's Awakening";2
"ChaosPrime";621638;0;"Arch";1099206;2;1561301909;"Twilight's Awakening";2
"Haxwei";1033803;2;"JBB";1227619;0;1561301973;"Twilight's Awakening";2
"Strig";949477;0;"Miguelindo";1285675;2;1561302108;"Twilight's Awakening";2
"S/Chance";1035192;2;"mysterE";1076369;0;1561302493;"Twilight's Awakening";2
"Firinplinplin";1227722;2;"Afro";37319;0;1561302544;"Twilight's Awakening";2
"RevoS";172173;2;"Ozzy";563793;0;1561302940;"Twilight's Awakening";2
"Vyse";557753;1;"Mimok";172124;2;1561303200;"Twilight's Awakening";2
"Joaoarara";909133;0;"Sosser";557695;2;1561303406;"Twilight's Awakening";2
