"p1";"id1";"score1";"p2";"id2";"score2";"completed";"tournament";"first_to"
"Fexta!";1285673;0;"Miguelindo";1285675;2;1561303546;"Twilight's Awakening";2
"MICK";981066;2;"LonLon";1273321;0;1561303756;"Twilight's Awakening";2
"Maleson";964809;2;"Anubis570";323744;0;1561303870;"Twilight's Awakening";2
"Amortax";1075349;2;"Considera";792807;0;1561304094;"Twilight's Awakening";2
"Luffy";157946;2;"FyFox";1071532;0;1561304231;"Twilight's Awakening";2
"LUGIA";999237;2;"RoD";172230;0;1561304463;"Twilight's Awakening";2
"Sky";547786;2;"Magician";1269775;0;1561304719;"Twilight's Awakening";2
"Ultimate";795203;2;"Chino";1198340;1;1561305169;"Twilight's Awakening";2
"mysterE";1076369;2;"D4C";707867;0;1561308954;"Twilight's Awakening";2
"ChaosPrime";621638;2;"GUCCI";1196897;0;1561309088;"Twilight's Awakening";2
"LonLon";1273321;0;"Gim";143935;2;1561309201;"Twilight's Awakening";2
"Vyse";557753;2;"Anubis570";323744;0;1561309485;"Twilight's Awakening";2
"Ultimate";795203;2;"Sosser";557695;1;1561309774;"Twilight's Awakening";2
"kiNg";1282316;0;"RoD";172230;2;1561309822;"Twilight's Awakening";2
"ChaosPrime";621638;2;"Considera";792807;1;1561310156;"Twilight's Awakening";2
"Joaoarara";909133;2;"Strig";949477;0;1561310269;"Twilight's Awakening";2
"mysterE";1076369;2;"Magician";1269775;0;1561310448;"Twilight's Awakening";2
"JBB";1227619;2;"FyFox";1071532;1;1561310469;"Twilight's Awakening";2
"Sky";547786;2;"S/Chance";1035192;0;1561310515;"Twilight's Awakening";2
"Amortax";1075349;2;"Arch";1099206;0;1561311173;"Twilight's Awakening";2
"LUGIA";999237;2;"Ihmo";1071731;0;1561311202;"Twilight's Awakening";2
"Gim";143935;2;"Fexta!";1285673;0;1561311250;"Twilight's Awakening";2
"Luffy";157946;2;"Haxwei";1033803;1;1561311449;"Twilight's Awakening";2
"Maleson";964809;0;"Mimok";172124;2;1561311532;"Twilight's Awakening";2
"Miguelindo";1285675;0;"MICK";981066;2;1561312390;"Twilight's Awakening";2
"Afro";37319;2;"FR7";211496;0;1561312514;"Twilight's Awakening";2
"S/Chance";1035192;2;"RoD";172230;0;1561312540;"Twilight's Awakening";2
"Joaoarara";909133;1;"Chino";1198340;2;1561312667;"Twilight's Awakening";2
"RevoS";172173;2;"Firinplinplin";1227722;0;1561312838;"Twilight's Awakening";2
"Ihmo";1071731;1;"mysterE";1076369;2;1561312882;"Twilight's Awakening";2
"Arch";1099206;0;"JBB";1227619;2;1561313163;"Twilight's Awakening";2
"Haxwei";1033803;2;"ChaosPrime";621638;0;1561313185;"Twilight's Awakening";2
"Sosser";557695;2;"Gim";143935;0;1561313244;"Twilight's Awakening";2
"Afro";37319;2;"Ozzy";563793;1;1561313941;"Twilight's Awakening";2
"Miguelindo";1285675;0;"Chino";1198340;2;1561314005;"Twilight's Awakening";2
"Firinplinplin";1227722;1;"Vyse";557753;2;1561314124;"Twilight's Awakening";2
"Maleson";964809;1;"Afro";37319;2;1561314570;"Twilight's Awakening";2
"Sky";547786;0;"LUGIA";999237;2;1561315464;"Twilight's Awakening";2
"JBB";1227619;0;"Sosser";557695;2;1561315481;"Twilight's Awakening";2
"Chino";1198340;0;"Haxwei";1033803;2;1561315558;"Twilight's Awakening";2
"RevoS";172173;2;"Mimok";172124;0;1561315766;"Twilight's Awakening";2
"mysterE";1076369;2;"Vyse";557753;1;1561315906;"Twilight's Awakening";2
"Afro";37319;2;"S/Chance";1035192;1;1561316232;"Twilight's Awakening";2
"Ultimate";795203;2;"MICK";981066;0;1561316516;"Twilight's Awakening";2
"Sky";547786;2;"Haxwei";1033803;0;1561316552;"Twilight's Awakening";2
"Mimok";172124;0;"Sosser";557695;2;1561316706;"Twilight's Awakening";2
"Luffy";157946;2;"Amortax";1075349;1;1561316766;"Twilight's Awakening";2
"MICK";981066;0;"mysterE";1076369;2;1561317539;"Twilight's Awakening";2
"Sosser";557695;3;"Sky";547786;0;1561317633;"Twilight's Awakening";3
"Amortax";1075349;2;"Afro";37319;0;1561317867;"Twilight's Awakening";2
"LUGIA";999237;3;"RevoS";172173;2;1561318302;"Twilight's Awakening";3
"Luffy";157946;3;"Ultimate";795203;1;1561319544;"Twilight's Awakening";3
"mysterE";1076369;2;"Amortax";1075349;3;1561319662;"Twilight's Awakening";3
"Ultimate";795203;0;"Sosser";557695;3;1561321097;"Twilight's Awakening";3
"RevoS";172173;3;"Amortax";1075349;0;1561323862;"Twilight's Awakening";3
"Luffy";157946;3;"LUGIA";999237;1;1561324605;"Twilight's Awakening";3
"Sosser";557695;1;"RevoS";172173;3;1561325636;"Twilight's Awakening";3
"LUGIA";999237;1;"RevoS";172173;3;1561326857;"Twilight's Awakening";3
"Luffy";157946;3;"RevoS";172173;0;1561328457;"Twilight's Awakening";3
"Chaud";1033437;2;"Nenfz";1287512;0;1563027385;"Fight in Rio for the Future";2
"Ultimate";795203;2;"Ozzy";563793;0;1563027436;"Fight in Rio for the Future";2
"mysterE";1076369;2;"23";1316666;0;1563027746;"Fight in Rio for the Future";2
"Afro";37319;0;"Joaoarara";909133;2;1563027781;"Fight in Rio for the Future";2
"Ace";1316679;1;"Chino";1316647;2;1563027801;"Fight in Rio for the Future";2
"Maleson";964809;2;"BeBop";69497;1;1563027833;"Fight in Rio for the Future";2
"Amortax";533731;2;"Considera";792807;0;1563028009;"Fight in Rio for the Future";2
"Sully";172359;2;"diguetake";1312348;1;1563028230;"Fight in Rio for the Future";2
"Jayache";1312968;2;"Ferrantini";834580;0;1563028577;"Fight in Rio for the Future";2
"Strig";949477;1;"Anubis570";323744;2;1563028618;"Fight in Rio for the Future";2
"S/Chance";1035192;2;"Swiss";973628;0;1563028901;"Fight in Rio for the Future";2
"Nyer";1312234;1;"Proliel";21068;2;1563029032;"Fight in Rio for the Future";2
"Janjão";1312550;2;"Gim";143935;0;1563029127;"Fight in Rio for the Future";2
"MICK";981066;2;"Leow";1088411;0;1563029152;"Fight in Rio for the Future";2
"Guizo";971399;0;"RitsuoFox";469732;2;1563029204;"Fight in Rio for the Future";2
"Sabino";953008;2;"FR7";211496;0;1563029401;"Fight in Rio for the Future";2
"Jaycee";1013476;2;"Lucky Luciano";1311558;0;1563029827;"Fight in Rio for the Future";2
"Naty";1092900;2;"Miguelindo";982869;0;1563029897;"Fight in Rio for the Future";2
"Sky";1316747;2;"Lucas Portes";1316750;0;1563029930;"Fight in Rio for the Future";2
"Roboto";557806;2;"Rhunii";993971;0;1563030001;"Fight in Rio for the Future";2
"Inu";1095897;2;"Magician";1316654;0;1563030087;"Fight in Rio for the Future";2
"Vyse";557753;0;"FireEmblem";1227722;2;1563030339;"Fight in Rio for the Future";2
"LukeThomaz";424323;0;"Alunir";1311428;2;1563030635;"Fight in Rio for the Future";2
"Ozzy";563793;2;"Leow";1088411;0;1563030666;"Fight in Rio for the Future";2
"Ihmo";1071731;0;"Mimok";172124;2;1563030932;"Fight in Rio for the Future";2
"mysterE";1076369;2;"Tuca";584458;0;1563031008;"Fight in Rio for the Future";2
"FR7";211496;2;"Strig";949477;0;1563031166;"Fight in Rio for the Future";2
"Floko";558693;2;"Elias";229014;0;1563031221;"Fight in Rio for the Future";2
"BeBop";69497;2;"Nyer";1312234;1;1563031355;"Fight in Rio for the Future";2
"Lucky Luciano";1311558;1;"Guizo";971399;2;1563031666;"Fight in Rio for the Future";2
"Joaoarara";909133;2;"Stiltzkin";214303;0;1563031774;"Fight in Rio for the Future";2
"Nenfz";1287512;2;"Ferrantini";834580;1;1563031798;"Fight in Rio for the Future";2
"Chaud";1033437;2;"Jayache";1312968;0;1563031913;"Fight in Rio for the Future";2
"Gim";143935;2;"Miguelindo";982869;0;1563032027;"Fight in Rio for the Future";2
"Maleson";964809;1;"Proliel";21068;2;1563032222;"Fight in Rio for the Future";2
"S/Chance";1035192;1;"FireEmblem";1227722;2;1563032249;"Fight in Rio for the Future";2
"Player 7";38393;2;"Chino";1316647;0;1563032339;"Fight in Rio for the Future";2
"Swiss";973628;0;"Vyse";557753;2;1563032566;"Fight in Rio for the Future";2
"Janjão";1312550;2;"Naty";1092900;0;1563032656;"Fight in Rio for the Future";2
"Elias";229014;2;"diguetake";1312348;0;1563032757;"Fight in Rio for the Future";2
"Roboto";557806;2;"Alunir";1311428;0;1563032853;"Fight in Rio for the Future";2
"Amortax";533731;2;"Mimok";172124;0;1563032867;"Fight in Rio for the Future";2
"Lucas Portes";1316750;2;"Magician";1316654;0;1563033099;"Fight in Rio for the Future";2
"Considera";792807;1;"Ihmo";1071731;2;1563033160;"Fight in Rio for the Future";2
"Ultimate";795203;2;"MICK";981066;0;1563033189;"Fight in Rio for the Future";2
"Snek";1316685;2;"Bayo";1316708;0;1563033596;"Fight in Rio for the Future";2
"Sabino";953008;2;"Anubis570";323744;0;1563033894;"Fight in Rio for the Future";2
"Rhunii";993971;2;"LukeThomaz";424323;0;1563033922;"Fight in Rio for the Future";2
"Floko";558693;2;"Sully";172359;0;1563034038;"Fight in Rio for the Future";2
"Alunir";1311428;0;"Ace";1316679;2;1563034253;"Fight in Rio for the Future";2
"Tuca";584458;2;"Guizo";971399;0;1563034312;"Fight in Rio for the Future";2
"Bayo";1316708;0;"Afro";37319;2;1563034321;"Fight in Rio for the Future";2
"Sky";1316747;2;"Inu";1095897;1;1563034348;"Fight in Rio for the Future";2
"Jaycee";1013476;2;"RitsuoFox";469732;0;1563034528;"Fight in Rio for the Future";2
"S/Chance";1035192;2;"Lucas Portes";1316750;0;1563034877;"Fight in Rio for the Future";2
"Anubis570";323744;1;"Nenfz";1287512;2;1563035217;"Fight in Rio for the Future";2
"Luffy";157946;2;"GUCCI";1196897;1;1563035285;"Fight in Rio for the Future";2
"Sully";172359;0;"BeBop";69497;2;1563035305;"Fight in Rio for the Future";2
"Mimok";172124;2;"Ozzy";563793;0;1563035364;"Fight in Rio for the Future";2
"MICK";981066;0;"Ihmo";1071731;2;1563035600;"Fight in Rio for the Future";2
"Maleson";964809;0;"Elias";229014;2;1563035763;"Fight in Rio for the Future";2
"GUCCI";1196897;2;"Gim";143935;0;1563036036;"Fight in Rio for the Future";2
"Jayache";1312968;1;"FR7";211496;2;1563036153;"Fight in Rio for the Future";2
"Inu";1095897;0;"Vyse";557753;2;1563036230;"Fight in Rio for the Future";2
"RitsuoFox";469732;2;"23";1316666;0;1563036265;"Fight in Rio for the Future";2
"Chino";1316647;2;"Rhunii";993971;1;1563036397;"Fight in Rio for the Future";2
"Ultimate";795203;2;"FireEmblem";1227722;0;1563040310;"Fight in Rio for the Future";2
"Floko";558693;0;"Janjão";1312550;2;1563040394;"Fight in Rio for the Future";2
"Ace";1316679;2;"Nenfz";1287512;0;1563040533;"Fight in Rio for the Future";2
"Naty";1092900;1;"BeBop";69497;2;1563040643;"Fight in Rio for the Future";2
"Mimok";172124;2;"Vyse";557753;1;1563041031;"Fight in Rio for the Future";2
"Jaycee";1013476;2;"Joaoarara";909133;0;1563041151;"Fight in Rio for the Future";2
"Sabino";953008;0;"Roboto";557806;2;1563041478;"Fight in Rio for the Future";2
"Tuca";584458;2;"Afro";37319;0;1563041812;"Fight in Rio for the Future";2
"Player 7";38393;2;"Chaud";1033437;0;1563041872;"Fight in Rio for the Future";2
"Snek";1316685;0;"mysterE";1076369;2;1563042113;"Fight in Rio for the Future";2
"S/Chance";1035192;1;"Ihmo";1071731;2;1563042531;"Fight in Rio for the Future";2
"FR7";211496;0;"Chino";1316647;2;1563042560;"Fight in Rio for the Future";2
"Luffy";157946;2;"Proliel";21068;0;1563042739;"Fight in Rio for the Future";2
"Elias";229014;2;"GUCCI";1196897;1;1563042758;"Fight in Rio for the Future";2
"Chaud";1033437;2;"Ace";1316679;0;1563043339;"Fight in Rio for the Future";2
"Stiltzkin";214303;0;"RitsuoFox";469732;2;1563043392;"Fight in Rio for the Future";2
"Proliel";21068;2;"BeBop";69497;0;1563043674;"Fight in Rio for the Future";2
"FireEmblem";1227722;0;"Mimok";172124;2;1563043750;"Fight in Rio for the Future";2
"Sky";1316747;2;"Amortax";533731;0;1563043762;"Fight in Rio for the Future";2
"Snek";1316685;0;"RitsuoFox";469732;2;1563044121;"Fight in Rio for the Future";2
"Joaoarara";909133;2;"Tuca";584458;1;1563044340;"Fight in Rio for the Future";2
"Sabino";953008;2;"Chino";1316647;0;1563044441;"Fight in Rio for the Future";2
"Player 7";38393;2;"Roboto";557806;0;1563044528;"Fight in Rio for the Future";2
"Amortax";533731;0;"Ihmo";1071731;2;1563044906;"Fight in Rio for the Future";2
"Jaycee";1013476;0;"mysterE";1076369;2;1563045362;"Fight in Rio for the Future";2
"Floko";558693;0;"Elias";229014;2;1563045578;"Fight in Rio for the Future";2
"Ultimate";795203;0;"Sky";1316747;2;1563046107;"Fight in Rio for the Future";2
"Luffy";157946;2;"Janjão";1312550;0;1563047110;"Fight in Rio for the Future";2
"Joaoarara";909133;0;"RitsuoFox";469732;2;1563047901;"Fight in Rio for the Future";2
"Mimok";172124;2;"Ihmo";1071731;1;1563049306;"Fight in Rio for the Future";2
"Proliel";21068;1;"Elias";229014;2;1563050557;"Fight in Rio for the Future";2
"Chaud";1033437;2;"Sabino";953008;0;1563051208;"Fight in Rio for the Future";2
"Jaycee";1013476;0;"RitsuoFox";469732;2;1563052164;"Fight in Rio for the Future";2
"Janjão";1312550;2;"Elias";229014;1;1563053475;"Fight in Rio for the Future";2
"Ultimate";795203;0;"Mimok";172124;2;1563054486;"Fight in Rio for the Future";2
"Roboto";557806;2;"Chaud";1033437;0;1563055138;"Fight in Rio for the Future";2
"Luffy";157946;3;"mysterE";1076369;0;1563109522;"Fight in Rio for the Future";3
"Player 7";38393;3;"Sky";1316747;0;1563110229;"Fight in Rio for the Future";3
"Janjão";1312550;1;"RitsuoFox";469732;3;1563112064;"Fight in Rio for the Future";3
"Roboto";557806;2;"Mimok";172124;3;1563114070;"Fight in Rio for the Future";3
"Sky";1316747;3;"RitsuoFox";469732;2;1563115944;"Fight in Rio for the Future";3
"mysterE";1076369;2;"Mimok";172124;3;1563117810;"Fight in Rio for the Future";3
"Sky";1316747;3;"Mimok";172124;0;1563120470;"Fight in Rio for the Future";3
"Luffy";157946;3;"Player 7";38393;1;1563120556;"Fight in Rio for the Future";3
"Player 7";38393;3;"Sky";1316747;1;1563121662;"Fight in Rio for the Future";3
"Luffy";157946;2;"Player 7";38393;3;1563123599;"Fight in Rio for the Future";3
"Player 7";38393;1;"Luffy";157946;3;1563124476;"Fight in Rio for the Future";3
"Strig";949477;0;"Joaoarara";909133;2;1563718435;"Smash N' Magic - 3rd Edition";2
"Maleson";964809;0;"BeBop";69497;2;1563718520;"Smash N' Magic - 3rd Edition";2
"Morkez";1324255;2;"Gim";143935;1;1563718682;"Smash N' Magic - 3rd Edition";2
"test";1322110;2;"P.Vicious";1331503;1;1563718931;"Smash N' Magic - 3rd Edition";2
"MICK";981066;0;"Rhunii";993971;2;1563719336;"Smash N' Magic - 3rd Edition";2
"Guizo";971399;2;"DSK";1324254;0;1563719380;"Smash N' Magic - 3rd Edition";2
"Roc~";547836;2;"Samurai do Lamen";1331491;0;1563719433;"Smash N' Magic - 3rd Edition";2
"ChaosPrime";621638;2;"Lou";1324201;0;1563719572;"Smash N' Magic - 3rd Edition";2
"FyFox";1071532;2;"Crisiru07";1321385;0;1563720220;"Smash N' Magic - 3rd Edition";2
"Ozzy";563793;2;"Taunt";1331059;0;1563720458;"Smash N' Magic - 3rd Edition";2
"Alonso";126587;1;"FireEmblem";1227722;2;1563720644;"Smash N' Magic - 3rd Edition";2
"LCS";1237067;2;"Jao";1322858;1;1563720773;"Smash N' Magic - 3rd Edition";2
"Conker";172703;0;"Ren";1328068;2;1563721204;"Smash N' Magic - 3rd Edition";2
"Snek";514381;0;"Ace";1324039;2;1563721274;"Smash N' Magic - 3rd Edition";2
"GUCCI";1196897;1;"Afro";37319;2;1563721601;"Smash N' Magic - 3rd Edition";2
"RevoS";172173;2;"Guizo";971399;0;1563721877;"Smash N' Magic - 3rd Edition";2
"Sky";547786;2;"Morkez";1324255;0;1563722044;"Smash N' Magic - 3rd Edition";2
"Ultimate";795203;2;"Joaoarara";909133;1;1563722268;"Smash N' Magic - 3rd Edition";2
"DJ";1307528;2;"Cyber Twilight";172466;0;1563722549;"Smash N' Magic - 3rd Edition";2
"Roc~";547836;2;"Professor";1331066;0;1563723021;"Smash N' Magic - 3rd Edition";2
"Rhunii";993971;0;"Chino";1198340;2;1563723066;"Smash N' Magic - 3rd Edition";2
"BeBop";69497;2;"Vyse";557753;1;1563723113;"Smash N' Magic - 3rd Edition";2
"Luckstorm";1313015;2;"FR7";211496;0;1563723365;"Smash N' Magic - 3rd Edition";2
"mysterE";1076369;2;"LCS";1237067;0;1563723665;"Smash N' Magic - 3rd Edition";2
"S/Chance";1035192;2;"Ren";1328068;0;1563723758;"Smash N' Magic - 3rd Edition";2
"Roboto";557806;2;"FireEmblem";1227722;0;1563723902;"Smash N' Magic - 3rd Edition";2
"Mimok";172124;2;"ChaosPrime";621638;0;1563724350;"Smash N' Magic - 3rd Edition";2
"Haxwei";1033803;2;"FyFox";1071532;0;1563724656;"Smash N' Magic - 3rd Edition";2
"Sabino";953008;2;"Ace";1324039;0;1563724793;"Smash N' Magic - 3rd Edition";2
"test";1322110;0;"Ozzy";563793;2;1563725047;"Smash N' Magic - 3rd Edition";2
"Talberon";1327227;0;"Afro";37319;2;1563728433;"Smash N' Magic - 3rd Edition";2
"FireEmblem";1227722;2;"Strig";949477;0;1563729276;"Smash N' Magic - 3rd Edition";2
"Talberon";1327227;0;"Gim";143935;2;1563729365;"Smash N' Magic - 3rd Edition";2
"FyFox";1071532;2;"DSK";1324254;0;1563729503;"Smash N' Magic - 3rd Edition";2
"Guizo";971399;2;"Crisiru07";1321385;0;1563730108;"Smash N' Magic - 3rd Edition";2
"LCS";1237067;2;"Samurai do Lamen";1331491;0;1563730139;"Smash N' Magic - 3rd Edition";2
"P.Vicious";1331503;2;"Taunt";1331059;1;1563730366;"Smash N' Magic - 3rd Edition";2
"Rhunii";993971;2;"Sully";172359;0;1563730408;"Smash N' Magic - 3rd Edition";2
"Ren";1328068;0;"Maleson";964809;2;1563731034;"Smash N' Magic - 3rd Edition";2
"Professor";1331066;2;"Jao";1322858;1;1563731075;"Smash N' Magic - 3rd Edition";2
"Vyse";557753;2;"Conker";172703;0;1563731463;"Smash N' Magic - 3rd Edition";2
"Joaoarara";909133;2;"Alonso";126587;0;1563731673;"Smash N' Magic - 3rd Edition";2
"DJ";1307528;2;"Luckstorm";1313015;0;1563731888;"Smash N' Magic - 3rd Edition";2
"Morkez";1324255;2;"GUCCI";1196897;0;1563731924;"Smash N' Magic - 3rd Edition";2
"test";1322110;2;"Snek";514381;1;1563732164;"Smash N' Magic - 3rd Edition";2
"RevoS";172173;2;"BeBop";69497;0;1563732425;"Smash N' Magic - 3rd Edition";2
"Sky";547786;2;"Roc~";547836;0;1563732439;"Smash N' Magic - 3rd Edition";2
"Cyber Twilight";172466;2;"FR7";211496;0;1563732659;"Smash N' Magic - 3rd Edition";2
"Luckstorm";1313015;2;"Lou";1324201;0;1563732857;"Smash N' Magic - 3rd Edition";2
"S/Chance";1035192;0;"Haxwei";1033803;2;1563733115;"Smash N' Magic - 3rd Edition";2
"mysterE";1076369;2;"Afro";37319;1;1563733294;"Smash N' Magic - 3rd Edition";2
"FireEmblem";1227722;2;"MICK";981066;1;1563733481;"Smash N' Magic - 3rd Edition";2
"Ace";1324039;2;"P.Vicious";1331503;0;1563733628;"Smash N' Magic - 3rd Edition";2
"FyFox";1071532;0;"Maleson";964809;2;1563733773;"Smash N' Magic - 3rd Edition";2
"Gim";143935;2;"LCS";1237067;1;1563734196;"Smash N' Magic - 3rd Edition";2
"Rhunii";993971;0;"Joaoarara";909133;2;1563734346;"Smash N' Magic - 3rd Edition";2
"Vyse";557753;2;"Guizo";971399;1;1563734732;"Smash N' Magic - 3rd Edition";2
"Mimok";172124;2;"Ozzy";563793;1;1563734939;"Smash N' Magic - 3rd Edition";2
"Ultimate";795203;2;"Chino";1198340;0;1563735042;"Smash N' Magic - 3rd Edition";2
"BeBop";69497;2;"Maleson";964809;0;1563735419;"Smash N' Magic - 3rd Edition";2
"Arch";1099206;0;"Roboto";557806;2;1563735862;"Smash N' Magic - 3rd Edition";2
"S/Chance";1035192;2;"Vyse";557753;0;1563735916;"Smash N' Magic - 3rd Edition";2
"Roc~";547836;2;"Gim";143935;1;1563735959;"Smash N' Magic - 3rd Edition";2
"Professor";1331066;0;"Morkez";1324255;2;1563735999;"Smash N' Magic - 3rd Edition";2
"ChaosPrime";621638;0;"Cyber Twilight";172466;2;1563736295;"Smash N' Magic - 3rd Edition";2
"Chino";1198340;1;"FireEmblem";1227722;2;1563736811;"Smash N' Magic - 3rd Edition";2
"Afro";37319;2;"Morkez";1324255;1;1563736891;"Smash N' Magic - 3rd Edition";2
"Luckstorm";1313015;2;"Ace";1324039;0;1563737131;"Smash N' Magic - 3rd Edition";2
"Sabino";953008;0;"DJ";1307528;2;1563737185;"Smash N' Magic - 3rd Edition";2
"Arch";1099206;0;"Joaoarara";909133;2;1563737553;"Smash N' Magic - 3rd Edition";2
"Ozzy";563793;2;"Luckstorm";1313015;0;1563737583;"Smash N' Magic - 3rd Edition";2
"Sabino";953008;2;"Cyber Twilight";172466;0;1563738167;"Smash N' Magic - 3rd Edition";2
"S/Chance";1035192;2;"Ozzy";563793;0;1563739196;"Smash N' Magic - 3rd Edition";2
"Sabino";953008;2;"BeBop";69497;0;1563739352;"Smash N' Magic - 3rd Edition";2
"Afro";37319;2;"FireEmblem";1227722;0;1563739363;"Smash N' Magic - 3rd Edition";2
"RevoS";172173;2;"Haxwei";1033803;0;1563740178;"Smash N' Magic - 3rd Edition";2
"Mimok";172124;2;"DJ";1307528;0;1563740297;"Smash N' Magic - 3rd Edition";2
"Joaoarara";909133;2;"Roc~";547836;1;1563740446;"Smash N' Magic - 3rd Edition";2
"DJ";1307528;2;"Afro";37319;0;1563741194;"Smash N' Magic - 3rd Edition";2
"Sky";547786;1;"mysterE";1076369;2;1563741211;"Smash N' Magic - 3rd Edition";2
"Ultimate";795203;1;"Roboto";557806;2;1563741340;"Smash N' Magic - 3rd Edition";2
"Sky";547786;2;"Sabino";953008;1;1563742147;"Smash N' Magic - 3rd Edition";2
"Ultimate";795203;2;"S/Chance";1035192;1;1563742230;"Smash N' Magic - 3rd Edition";2
"Haxwei";1033803;0;"Joaoarara";909133;2;1563742259;"Smash N' Magic - 3rd Edition";2
"mysterE";1076369;1;"Roboto";557806;3;1563743514;"Smash N' Magic - 3rd Edition";3
"DJ";1307528;0;"Joaoarara";909133;3;1563743689;"Smash N' Magic - 3rd Edition";3
"RevoS";172173;2;"Mimok";172124;3;1563744008;"Smash N' Magic - 3rd Edition";3
"Ultimate";795203;2;"Sky";547786;3;1563744881;"Smash N' Magic - 3rd Edition";3
"Mimok";172124;0;"Roboto";557806;3;1563745214;"Smash N' Magic - 3rd Edition";3
"mysterE";1076369;2;"Joaoarara";909133;3;1563745573;"Smash N' Magic - 3rd Edition";3
"RevoS";172173;3;"Sky";547786;1;1563746276;"Smash N' Magic - 3rd Edition";3
"RevoS";172173;3;"Joaoarara";909133;1;1563747552;"Smash N' Magic - 3rd Edition";3
"Mimok";172124;3;"RevoS";172173;2;1563749204;"Smash N' Magic - 3rd Edition";3
"Roboto";557806;2;"Mimok";172124;3;1563750838;"Smash N' Magic - 3rd Edition";3
"Mimok";172124;3;"Roboto";557806;1;1563751957;"Smash N' Magic - 3rd Edition";3
